text	label
“Our best choices staying safe from COVID-19 is to have vaccines, diagnostics and treatments that are available for all. No one is safe from COVID—19 until everyone is safe”~ @Winnie_Byanyima #PeopleBeforeProfits #PeoplesVaccine @ActionAid @NNandujja https://t.co/BwcBcHFHMl	1
RT @USER : What do you do when your ideas are extremely unpopular ? When you do n't want new laws , but seek to roll back every institu ...	0
""" 3 ) It 's something that we 'd like to improve as it can have huge ramifications for the person with dementia ; how they see their future and approach their disease , so we put together this research proposal where we develop new guidelines on how to best deliver a diagnosis . "" "" """	1
I used to be photogenic . However , depression took that quality away from me . HTTPURL	1
""" when a human being takes his life in depression , this is a natural death of spiritual causes . the modern barbarity of “ saving ” the suicidal is based on a hair-raising misapprehension of the nature of existence ."	0
I had a good with @DrTedros @WHO on the mechanism set up to coordinate the combined global efforts to fight COVID-19. ACT-A has accelerated the combined efforts, but much needs to be done to ensure full and equitable access to vaccines and other resources. https://t.co/BdGZVKkdEq	0
Labor Secretary Silvestre Bello III has asked the governments of Germany and the UK to provide the Philippines with 600,000 doses of COVID-19 vaccines in exchange for the deployment of more Filipino health care workers. READ: https://t.co/V3zQ9mhyCy https://t.co/tGVAqVIuuQ	1
MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS	1
Once a vaccine for coronavirus is developed, it should be free.	0
Thank you to @typewriterninja for an excellent story in @USATODAY on the work the @dsamn has been doing to ensure those with Down Syndrome and their caregivers have equal access to vaccines in Minnesota. #earnedmedia #clientnews #healthequity https://t.co/mW9FwnQFeQ	1
Get to know more about the COVID-19 Vaccines. These are some FAQs and answers to help you in our quest to fight the virus. Let us know if this has been helpful. https://t.co/bGWPoSEznB	0
My students have noted that COVID-19 is showing us how any âhonorary whiteâ status placed on Asians in the U.S. was always provisional.	0
BREAK - Join us in the #WFPHA campaign to call on countries and companies to ensure that by the time World Health Day arrives on 7 April, COVID-19 vaccines are being administered in every country. #COVID19 #IFEH #VaccinEquity https://t.co/7yEJ0VnVLT https://t.co/xLtrs40OgN https://t.co/FPN0uexJaS	0
BREAKING: Oxford coronavirus vaccine helps bring about a positive immune response, according to new published study.	1
Bro idk what’s going on but I agree with them. Fuck mini coopers. Small ass cars always looking like a parking spot until you get closer.	0
""" @USER Well I do n't have a job right now and making comic pgs helps to keep my mind busy . My depression would just get worse if I did n't do anything ."	1
Pomegranates ' have anti-cancer properties ' say researchers - Leicestershire Live HTTPURL	1
Expect more deaths from the CV-19 vaccines. It normally takes years to develop a vaccine, and this was rushed through for a virus that has a survival rate of more than 99%. Big Brother and Big Pharma SCAM. “The Great Reset.” https://t.co/D13LeDuhDF via @nypost	1
@USER Condolences as she rest now in Gods loving arms . :bouquet: My husband passed from cancer 2.5 yrs ago , so know that ... HTTPURL	0
@USER more about whether that qualifies someone to diagnose parkinson 's disease :face_with_tears_of_joy: :face_with_tears_of_joy:	0
I am pleased with the news of the arrival of #COVID_19 vaccines to #Sudan, #Ghana, #CôtedIvoire, #Nigeria and many other countries, in the framework of supporting the international efforts to combat this pandemic (1/2) https://t.co/GPpyPK6FBH	1
Three nations today receive #MadeInIndia🇮🇳 Covid-19 Vaccines. Planes carrying consignments of #COVID19Vaccine doses landed in #Jamaica, #Tajikistan and #Belize. #VaccineMaitri https://t.co/3htiNmg5iC	1
ISIOLO county receives 1,500 doses of covid-19 vaccines.Confirming the receipt,chief officer Ibrahim Aliow said that the vaccine will be distributed to all the three sub counties Merti,Garbatulla and Isiolo. https://t.co/ma38h5GQlU	1
Our COVID-19 vaccine waitlist is now open to people 65 and older and people 16 and older with chronic health conditions that put them at greater risk of severe illness from COVID-19. Register today! https://t.co/egDUlCGQet News release: https://t.co/xSMM40vSUt https://t.co/rboiWpwCpa	1
@USER They cured my depression i need them both happy	1
Breaking news. And I wonder if global stock markets will now do a pole vault.. Coronavirus: Oxford vaccine can train immune system. https://t.co/9us9EVzIrl	1
Black residents in Michigan account for roughly 21% of the state's COVID-19 deaths despite being just 14% of the state's population. To decrease the number of deaths, officials are using a CDC-recommended formula to distribute vaccines to minority groups. https://t.co/OhMCW3Fwhd	1
Trade is not the only way to provide #vaccines4all, @OECD. Trade barriers to vaccines *are* bad, but stating that some countries produce them &amp; others don't dodges the blame for lack of manufacturing capacity &amp; intellectual property rights #TRIPSwaiver https://t.co/0AEqcMXUOw	0
Rumours are no less infectious than #coronavirus ! This looks like a meticulous list, but a fake one too! Please note that no such directions have been given by USERID . In case of any doubt, please #Dial100 or tweet to us! #TakingOnCorona URL	0
Evil Vol 3 : EVIL UTD - More from the wicked #scifi series by a #drwho author . 20 % royalties go to Cancer Research - HTTPURL	0
@USER do you know how it 's going with him ? he was the helping coach of vinny at anderlecht but he stopped because of depression	0
They did not cut taxes. They did not bail out companies. They just attacked the public health emergency. The way to enable economic recovery is focus on public health. https://t.co/9avqBJ9hLX	1
#KomeshaCorona Update Vaccination is a key intervention that could rapidly interrupt COVID-19 transmission, and reduce the burden of disease and deaths from COVID-19. Preliminary data from phase 3 clinical trials suggests that the COVID-19 vaccines are safe and effective. 1/	1
Might. This story, and the decision to publish it, are despicable and reckless. Single doses of COVID-19 vaccines might be enough for now, Ottawa says https://t.co/jOoKIuQMLV via @torontostar #cdnpoli	0
Lol 2022 Health Conspiracy Twitter has reached new levels . Smoking protects against lung cancer.Amazing :face_with_tears_of_joy: :face_with_tears_of_joy:	1
Addressing the nation on battling the COVID-19 menace. #IndiaFightsCorona https://t.co/jKyFMOQO5a	0
VA Providing COVID-19 Vaccines to Vets 75 and Older, Those With Underlying Conditions https://t.co/tY50oOYmxo	1
later gave rise to the best anti-COVID vaccine), China (leader in telephone technologies -5G and 6G-, leader in intelligence artificial, robotics, currently in space research, quantum computing), Cuba (the only Third World country inventor of anti-COVID vaccines and numerous	1
@USER im a Bengals fan so ofc im getting him . i have a VC Raptors jersey that my step dads best friend who died from cancer used to wear as a teenager so i want to complete the collection	0
Pregnant women can safely get vaccinated with the Pfizer-BioNTech and Moderna vaccines for COVID-19, surveillance data from the US Centers for Disease Control and Prevention (CDC) suggest. 'Reassuring' Data on COVID-19 Vaccines in Pregnancy https://t.co/7gall1NgXb via @medscape	1
The National Boards and Ahpra have published a joint statement to help registered health practitioners and students understand what’s expected of them in giving, receiving, advising on and sharing information about COVID-19 vaccines https://t.co/OuLWORmnli	1
[JUST IN] There is only 1 Covid-19 patient in the ICU on June 20.	1
@USER Yay for you ! Great pic ! ! PS Cancer sucks .	0
@USER Surehttps :/ / t.co/AgXxzkPaiw	0
@USER Why ? The tRump klan have been doing it for decades . One example ... Children 's cancer charity ! You really should sit this one out !	0
The prevalence of moderate to extreme itching in non-dialysis CKD patients is 24 % ! Patients with moderate to extreme itch have higher prevalence of patient-reported depression and restless sleep compared with patients without itch . HTTPURL #KidneyMonth #pruritus	1
23 years after Canada proposed bar codes to deliver vaccines quickly/accurately, the country is in an IT dark age and has fallen behind countries like India and Turkey tracking vaccines to protect people from #COVID19 @Justin_Ling @globeandmail https://t.co/Ljr4JQnO9l	1
President Joe Biden announced changes Thursday to make COVID-19 vaccines more available, including to those in underserved areas. https://t.co/0lSMCNs6n7	1
RT @USER : Have questions about #healthyeating , #exercise , and #weightloss after #cancer treatment ? Check out the AMPLIFY research st ...	0
Artificial sweeteners associated with cancer risk in large new studyhttps :/ / t.co/IFnXGemNoj	1
The use of ketamine therapy as a treatment for depression has exploded over the past few years . ByrdAdatto shares the 123s of Therapeutic Ketamine Laws HTTPURL	1
@USER By all accounts he is suffering from cancer and he might chose suicide by nuke ... Are you absolutely sure NATO can go in and extract him from Moscow to put him on trial for war crimes ? Because do n't count on the Russian people being able to topple him ...	0
That means the bad flu won't be a bad flu, it will be full strength COVID-19 and we won't be immune. Then the virus will be running through Australia and we will be scrambling to revaccinate with Pfizer or other vaccines to control it. We will have thrown our... 2/	0
If you told me on New Years that within 3 months of 2020:                                -Kobe Bryant is dead -We’d be quarantined from COVID-19 -Schools and sports are shut down -Tom Brady is a Tampa Bay Buccaneer   I would’ve legitimately thought the world was ending.	1
Tonight we crossed an important threshold: @CPAC ended 9 days ago. According to the experts we consulted that timing w NO NEW corona cases and NO attendees w symptoms is a huge turning point. Over 10,000 in a hotel w the virus present and no one is positive. ðð»ðð»ðºð¸	1
Fenway Park, home of the Boston Red Sox, holds a special place in the hearts of Donna and Thomas Wall. They met at a game in 1967 and got engaged there in 1971. Now, they received their COVID-19 vaccines together at the park. https://t.co/HUkMWfYlE8	1
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Eichel is a cancer in the room so they wo n't go anywhere . Of course , this is just my opinion .	0
CHINA SLOWLY CAPTURING SRI LANKA AND INDIA HELPING SRI LANKA WITH VACCINES. Sri Lanka receives 500,000 doses of COVID-19 vaccines from India  THANKS TO @PMOIndia GIFTING PEACE &amp; HEALTH TO THE WORLD. #AtmaNirbharBharat #OurVaccineOurPride #OurVaccineOurPride #JaiHind	1
I put together this guide on scheduling Covid vaccines on the NYC and NY State websites. I hope it helps you and feel free to share suggestions for improving the tips. @turbovax @nycshotslots @MarkLevineNYC @melissadderosa https://t.co/GpqgAqeHQb	0
(4) We were just learning about Covid-19 and living in fear. Vs. There are three vaccines for Covid-19.	0
As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!  USERID 💜💜💜💜💜💜💜 URL	1
RT @USER : The battle for Mariupol has lifted the veil of uncertainty of both the existence of a large , well-armed and mainstream ...	0
[Tweeting again with detail in single tweet so no alarm]  JUST IN: 38-yr-old #Covid19 positive  man dies in Patna. Had serious kidney problems that let to renal failure shortly after returning from Qatar. Makes this 1st ‘virus-linked’ death of someone who isn’t a senior citizen.	1
of course lol	0
RT @USER : Melania Trump sold tickets to a charity that does n't existEric stole from a kids cancer charityThe Trumps are barred from ...	0
In just over a month, CVS and other chains have greatly expanded access to vaccines through the Federal Retail Pharmacy program. Initially with 11 states, CVS is now administering vaccines in nearly 1,200 stores across 29 states. (h/t @KateSullivanDC) https://t.co/0hTqW3txI6 https://t.co/QFKLxg5lsn	1
Developing a vaccine against #COVID19 is the most pressing challenge of our time – and nobody wins the race until everyone wins. #COVAX was created to ensure global equitable access to COVID-19 vaccines. #OneWorldProtected	0
AMC said the roll-out of COVID-19 vaccines and the release of major movies, including Walt Disney's 'Black Widow,' would boost sales this year https://t.co/sQjCekrwQj https://t.co/cVBFbwtBH2	1
@USER @USER @USER Cis men who receive prostate cancer treatment have a 15 % regret rate but nobody is talking about banning anything there . I wonder what the difference might be :thinking_face: :thinking_face: :thinking_face:	1
China has arrested the leader of a multi-million dollar scam that passed off saline solution and mineral water as Sinovac Covid-19 vaccines. #NewsIndiaShouldKnow https://t.co/IjfecpfeIJ	1
New data shows that both the @Pfizer_UK and @AstraZeneca vaccines are highly effective in reducing COVID-19 infections among people aged 70 years and over. Watch Deputy Chief Medical Officer Professor Jonathan Van Tam explain 👇 Find out more: https://t.co/OTILiGq5pj https://t.co/gtjjCxzgz1	1
@USER No ... he 's gonna divorce you and Duke 's dumping Persia ... and I will never watch anything again ... and I will let my depression consume me . I 'm so sorry for what 's about to happen . WWE ruins everything	0
Teachers and staff in pre-K-12 schools and childcare programs under age 50 can receive a vaccine at a @kroger, @Walmart and @meijer. Teachers 50+ can be vaccinated anywhere in the state. Visit https://t.co/cfAuXPLaoM to find an eligible location. https://t.co/qLFvpkQLGF https://t.co/vav0D2QtbQ	1
COVID-19  Finally, some sensible advice from a Nurse  “What I have seen a lot of are recommendations for how to try to avoid getting coronavirus in the first place -- good hand washing, personal hygiene and social distancing -- but what I have NOT seen a lot of is advice for...	0
Vaccines for educators and support staff @NataliaISD https://t.co/vYExpJk5ej	0
#CoronaVirus Fact Check  Hop on and RT if you ❤️ DJT  🇺🇸 SUPPORT USERID 🇺🇸 RT this tweet  🇺🇸 COMMENT with your handle @ 🇺🇸 FOLLOW those who comment 🇺🇸 BOOKMARK/COME BACK  Follow USERID #CoronavirusPandemic  #FakeNews URL	0
""" @USER I remember when you first announced your cancer . And you told us to learn how to check ourselves . That was admirable ."	0
To all you drivers in a @USER pullin ' logs , @USER with a reefer , or a Jimmy ( @USER ) hauling hogs , may nothin ' get in your way HTTPURL	0
RT @USER : I 'll pass on these cancer cookies	0
Black Americans are 50 percent less likely to undergo lung cancer screenings compared to their white counterparts . HTTPURL	1
JUST IN: Russia says a billion doses of new coronavirus vaccine have been ordered by twenty countries	1
The vaccines developed to fight COVID-19 have been shown to be both safe and highly effective at preventing the disease. Here are facts from the CDC, John Hopkins and the Mayo Clinic debunking some COVID-19 vaccine myths. https://t.co/qegb2Plc7B	1
We found people who were denied COVID vaccines—even when they brought ID that fit a site’s stated rules. These policies are inconsistent, sometimes arbitrary. Walgreens, Albertsons and LA now say they're working to ensure qualified people aren’t rejected. https://t.co/x38ndAU62U	1
A COVID-19 outbreak has been declared at a Langley glass factory and Fraser Health says it is offering on-site vaccines to the factory workers. https://t.co/2sMRM5YdLa	1
Prime Minister of Israel Benjamin Netanyahu  USERID  encourages Israelis to adopt the Indian way of greeting #Namaste at a press conference to mitigate the spread of #coronavirus	1
""" New study finds acupuncture improved sleep , and mental and emotional distress symptoms induced by hormonal blockage in patients with breast cancer : HTTPURL"	1
Katie Porter's sister, a doctor, is breaking down how staying in can save lives during the COVID-19 crisis URL	1
Good days after a season of super deep depression are so special that I just had to capture a quick moment from this one . :smiling_face_with_hearts: HTTPURL	0
Number of Injuries Reported to CDC After COVID Vaccines Climbs by Nearly 4,000 in One Week Between Dec. 14, 2020, and Feb. 18, 2021, 19,907 reports of adverse events were submitted to VAERS, including 1,095 deaths and 3,767 serious injuries' https://t.co/OM8J4nBvK8 https://t.co/rcDTmHe9rT	1
The U.S. welcomes the arrival of #COVID19 vaccines💉 from COVAX in Nepal today. Vaccines are critical to ending this pandemic, and the U.S. is proud to support the global effort with an initial $2B contribution to #COVAX through @USAID. https://t.co/gDWzR65pRQ https://t.co/FI5kM1XbBo	1
78/: Netanyahu bets all on vaccine success to secure election win. He has pinned all his election hopes on COVID-19 vaccines, which he made front and center of his campaign. @netanyahu has opened up Pandora's box in various aspects, not only are the protests evolving... https://t.co/c8oaT14mdi	1
COVID-19 Vaccination: West Texas A&amp;M University announced today, March 9, they will begin administering free COVID-19 vaccines Friday to eligible faculty, staff, and students. https://t.co/gdPrwwIXPk	1
Russia has created front organizations, with ties to Russian intelligence, to conduct a disinformation against US vaccines. They include New Eastern Outlook and Oriental Review (linked to SVR), News Front (linked to FSB), Rebel Inside (linked to GRU) https://t.co/HLpwt6oPU2	1
No money in healthy people .	0
So the CORONA virus stopping y’all from eating Chinese food N TRAVELING🙄  but HIV ain’t stop y’all from fuckin RAW😒🤔 URL	0
South Africa, India, and more than 100 other nations have called on the World Trade Organization to temporarily waive patents for COVID-19 vaccines https://t.co/vxEn8RURWr https://t.co/ULseR92LMf	1
“The hangover from a colonial mentality has to stop.” The head of the WHO condemns the “racist remarks” of scientists who suggested potential coronavirus vaccines could be tested on people in Africa. https://t.co/IkDhXejZph	1
RT @USER : Free Style Libre / PICC Line Covers Cancer Chemo Catheter Shor by ClaresSewCrafty HTTPURL via @USER # P ...	0
What causes cancer fr ? Damn !	0
@USER Greed kills societies . Greed blinds people in power because they want more & more.Environmental i ... HTTPURL	0
Aaron Ramsey scores &amp; Serie A dies? We canât beat this guy ffs https://t.co/9nPs6y6q27 https://t.co/dLgHgD9LH5	1
People in the @realDonaldTrump Administration need to resign for the continuing massive testing deficiencies.  @POTUS knew in January about #Covid_19. And he failed to do the one thing necessary to stop the spread of #coronavirus: to test for it so we can contain it.	1
The Secretary to the Government of the Federation (SGF), Mr Boss Mustapha and members of the Presidential Task Force on COVID-19 will receive their doses of the Oxford-AstraZeneca COVID-19 vaccines today, the SGF Office has said in a statement.	1
COVID-19 vaccines: On Monday, MEPs of the @EP_Environment will question representatives from @EMA_News , @ECDC_EU and @WHO on the efficacy of vaccines against mutations of the COVID-19 virus. More information &amp; how to follow: https://t.co/aWBr0BHXjP	0
My investigation for @bmj_latest on what the EMA leaked material tells us about mRNA instability and the Covid-19 vaccines. A story about #transparency and the urgent need for the scientific community to be granted access to full data: https://t.co/NTBYwehwIx	0
RT @USER : Fujifilm develops AI tech for predicting Alzheimer 's progression HTTPURL #digitalhealth #socialmedia #digitalm ...	1
Safety always comes first. Do not panic and stay safe. #CoronaAlert <link>	0
Great, free webinar on March 12th from @AgHealthUCD on COVID-19 Vaccines &amp; Myths. This webinar will be in English but there are a variety of upcoming webinars in Spanish. To learn more and register ➡️ https://t.co/glCxhb26MB	1
""" @USER I do n't "" "" love our NHS "" "" , I met some of the most compassion lacking nurses I 've EVER had the misfortune to meet & the vilest oncologist . Granted , not ALL the professionals who deliver care suck , but I can only speak as I found in our huge cancer specialist , ' teaching ' hospital ! """	0
@USER @USER With that gun depression ? Hardly ... Maybe there 's a hidden SU - 152 not shown on the picture :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:	0
anxiety is real .	0
Despite severe technological barriers, some Native American tribes are vaccinating their members so efficiently that they've been able to branch out and offer coronavirus vaccines to people outside of their tribes. https://t.co/ZHj7iFUlrz	1
Western nations on March 10 again blocked the proposal by India and South Africa that patents for COVID-19 vaccines and other pandemic-fighting technologies be suspended, an effort meant to speed up production by manufacturers with spare capacity. https://t.co/MNlrXVcyhe	1
About 10 million coronavirus doses have been delivered to 11 countries in Africa through the Covax program, according to the World Health Organization. In Ghana, drones are being used to deliver vaccines to rural parts that are harder to reach by road. https://t.co/B3b04hAwRv	1
The first round of #COVAX vaccines has arrived in #SriLanka! This is an important step in our goal to ensure equitable and fair distribution of #COVID19 #vaccines globally. Read more here: https://t.co/Itqodh6hyq #COVID19LK #COVID19SL #SriLanka #lka @GotabayaR @PresRajapaksa https://t.co/yTc8yJqz9j	1
Here is my public service announcement: If @realDonaldTrump says or tweets something in conflict with what doctors and experts have said about the #CoronavirusOutbreak, trust the doctors and experts. Your life and that of your family and friends may be at stake.	0
@funder Organize the roll-out of Covid-19 vaccines. Lead with integrity, honesty, humor and heart. Install some pretty effing smart people to run various departments. Ban Ted Cruz from AF-One. Got the American Relief deal done! Boom!	0
Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected- @DrTedros  #coronavirus	1
""" RT @USER : Instead of banning #CondomAds that promote safe sex on prime time TV , why not ban the goddamn "" "" Cancer-iya "" "" gutka ads during c ... """	0
@USER With cancer , or limb loss , or people who are paralysed should n't be given a diagnosis , so why should people with depression , ADHD , autism , bipolar or any other mental health condition or neurodivergance be denied the right to know what 's happening to them , to understand tbc	0
The Biden admin is in discussions with India, Japan and Australia about significantly increasing the capacity for Covid-19 vaccines that are authorized by the World Health Organization or stringent regulatory authorities, per an admin official. https://t.co/inKaPOWoM3	1
With spring and COVID-19 vaccines within sight, Hungarian confectioner Laszlo Rimoczi is sending a message of hope for Easter by creating chocolate bunnies holding vaccine syringes. https://t.co/Zjzqq1CdYD	1
Capitalism's way to produce and distribute Covid vaccines: after tax-payer dollars subsidized big drug firms, they priced vaccines above what most of world can afford. Florida gov then gave vaccines to the white rich first. What a system! https://t.co/AJmwmUrh6e	1
@USER @USER But nazizm like Hitler 's or Putin 's is unfortunately normal phenomenon in societies . It happens . Like cancer . We have to fight it .	0
This is the face of someone who just spent 9 hours in personal protective equipment moving critically ill Covid19 patients around London.  I feel broken - and we are only at the start. I am begging people, please please do social distancing and self isolation #covid19 https://t.co/hs0RQdvsn3	1
FLAWLESS VICTORY !	0
""" Parents fighting causes disturbance and disrupted early brain development for infants , anxiety and conduct problems for highschool children , and depression and academic problems , self harm to older children"	1
Struggled today / tonight with depression . Felt just disconnected part of the day . I hate that anyone has to put up with me in the midst of my struggles . I did leave the house . Small victories .	1
You may have seen or heard rumours linking the vaccines and fertility, but these claims are unfounded. It’s not possible for the Covid-19 vaccines to affect a person’s fertility – here, we explain why. https://t.co/ly6x33yPOk	1
“This is a special day when two dynamic European leaders come together to Jerusalem to discuss together how we continue the battle against COVID,” Netanyahu said, pointing to the possibility of joint investment in productions of facilities for vaccines. https://t.co/mXoPzKNOI3	1
We have put in place a thorough and fast-tracked process to assess #COVID19 #vaccines. A similar process was used in 2009 to review and authorize the H1N1 vaccine. Learn more here: https://t.co/2BAFzIADpa #COVIDVaccine #VaccinesWork https://t.co/NRmbqCvy7H	1
Vaccinations are essential to ending the COVID-19 pandemic and setting the stage for a strong recovery. We are pleased to join this effort to provide families across the state with all of the information they need as vaccines become more widely available. #ImaBigShot https://t.co/2862ne00O2	1
In depression	0
:upside-down_face: Why is it that when you get medicated depression and anxiety also go to therapy you shift everything in your life to cause less of that BUT your family does n't adjust themselves accordingly ? ? ?	1
I made a mix for a friend that just kicked cancer to the curb and is now in remission . We 'll get him on a dancefloor soon enough . I let the spirit take me down the path and this time I hit record . :smiling_face_with_sunglasses: :smiling_face_with_sunglasses: :smiling_face_with_sunglasses: HTTPURL	0
RT @USER : 2 / This month is Bowel Cancer Awareness month . My mum ignored her symptoms for too long . Do read this :	1
Great to be at Concordia Lutheran Church in Brevard County to announce an additional vaccination site that will provide 4,000 Johnson &amp; Johnson vaccines over four days to seniors age 65 and older. More here - https://t.co/Jg3GSFCvuX https://t.co/HHPMLGrXZA	1
I don't know who needs to hear this but Alberta just added COVID19 testing to ALL respiratory swabs done in ER or hospital. So if you're looking for flu, you'll also get an answer on #covid19. Should be #StandardOfCare IMHO.	1
""" Audrey Norman is running the Boston Marathon for @USER to honor her father who was a cancer patient there and for her son who was treated for leukemia"	0
@AbiyAhmedAli Mr Prime Minister, you have hundreds of #Ethiopian women in #Lebanon enslaved in modern days slavery. And now they are being thrown out on streets like garbage due to the economic crisis and #COVID19. Immediate &amp; affordable repatriation &amp; evacuation by the @flyethiopian is needed	1
@USER Hahaha wow . Thank God DirecTV removed that cancer from it 's biggest platform .	0
Schiff will be right one day , one dayStock market has created 5 waves post great depression . $ BTC 5 waves since c ... HTTPURL	0
UTMB-Galveston doctor Janak Patel says the death of his wife to COVID-19 gave his life an extra meaning, and now he's working tirelessly to help Texans receive the vaccines. https://t.co/yJuKs1r7jg	0
There are now 10 new confirmed cases of #COVID19. Total now at 20, according to DOH | via @kristinesabillo https://t.co/0iSXAumCKH	1
Latest #COVID19 for Harris County, my observations if this trajectory persists: 1) Houston would become the worst affected city in the US, maybe rival what we're seeing now in Brazil 2) The masks = good 1st step but simply won't be enough 3) We would need to proceed to red alert https://t.co/RruxTItNYU	0
Great @USER article this morning from @USER regarding the huge opportunities for $ INMB in Alzheimers and Cancer . Almost 10k followers . HTTPURL	0
92% protection Russia's Sputnik V Covid vaccine gaining acceptance in Europe “Sputnik V is a very clever construct.” Jab has already been ordered or used in some EU countries, and Italy could start producing vaccine in July #vaccines https://t.co/kRWwYE2HQD	1
I'm a nurse who works &gt; 50 hr/wk with our most vulnerable. I cannot get tested None of our caregivers can be tested My patients cannot get tested My patients' families cannot get tested My family members cannot be tested. And noone I know can afford to miss work #GasMaskGaetz URL	1
RT @USER : Queen Cancer ( mythical crab-based constellation , not the other thing ) who 's a crustacean demi-goddess and the unofficial masc ...	0
HTTPURL Hi everyone , this is my Uncle Robert he has recently and unfortunately been diagnosed wit ... HTTPURL	0
