text	label
Too many small businesses and citizens are burdened by our tax structure and higher taxes should be considered only as a last resort, not the first.	1
As everyone in this chamber knows, the people of Alabama will not support any tax increases until we have restored their trust and returned credibility to state government.	0
While I am hesitant to propose higher taxes, I am dedicated to fairer taxes.	0
In Alabama we start taxing income at $4,600.	1
This is not just wrong -- it is immoral.	0
This forces so many of our working poor and elderly who are living on a fixed income to bear a disproportionate burden.	1
Quite often, this means the most vulnerable among us are having to decide between buying prescription drugs, paying the power bill or putting food on the table.	1
No one can defend such a system.	0
We are working to devise a tax reform policy that will be comprehensive and fair, but we will not allow haste to replace thoughtful deliberation.	1
For years we have tried to reform taxes at the expense of one group over another, and each time this effort has failed.	1
The politics of division can never be the foundation for reform.	0
Despite the many challenges that face us, I am optimistic every day I come to work because we have assembled the most impressive Cabinet in the history of our state.	0
These talented men and women are working day and night to solve the entrenched problems in Montgomery.	0
The good news is there are answers and we are making progress.	0
I know that these trials will not get the better of us---they will simply make us better.	0
I believe in the people of Alabamain their pride, their compassion, their strength and honor.	0
With hard work and perseverance, we will overcome our problems and leave this government better than we found it.	0
My fellow citizens, this is not a fight we will lose.	0
We must build a foundation that will last for generations, and we will construct a government that is accountable to the people it serves and fair to every citizen, regardless of their position in society.	0
In my campaign, I promised every Alabamian that I would work for a new day in Alabama.	1
Tonight I am reiterating that promise with my plan to guide us out of these difficult times and into a new era of Alabama history.	1
But the only way to bring about change is to join together as Alabamians united in a common cause.	0
During this legislative session and throughout the next four years we must work togetherit is what the people demand and what the people deserve.	0
My challenge to you is that a year from now when we gather for this address we will be able to report to the people of Alabama that their elected leaders have honestly confronted the challenges that face them; that they have determined the wise course of action and summoned the collective will to make the courageous choices that will begin a new chapter in our history a chapter that may prove to be our greatest.	0
May God Bless You and the Great State of Alabama.	0
Mr. President, Mr. Speaker, Senator McKinney, Representative Cafero, ladies and gentlemen of the General Assembly, honored guests, and all the citizens of our great state watching or listening today - thank you for inviting me to address you.	1
As always, let us thank and honor the brave men and women of Connecticut serving in our Armed Forces around the globe.	1
I'd like to recognize my wife Cathy and my son Dannel who are here today.	1
The State of Connecticut could not have a better Lt. Governor, and I could not have a better friend, than Nancy Wyman.	1
Thanks to Nancy's hard work, Connecticut is leading the nation in getting people signed up for affordable care.	1
Introduction I want to begin today with a story that I think says a lot about who we are in Connecticut, and where we're headed.	0
This past December I visited a small business owner named Steve Weinstein.	1
Steve runs a farm in East Hartford that was devastated by the February snowstorm that blanketed our state last year.	1
Much of his property was left unusable.	1
He lost 80 percent of his production capacity.	1
His business was close to failure. Steve had a choice to make. What did he do? He dug in. He pushed ahead.	1
He did the hard-but-necessary work of rebuilding.	1
Today Steve's company is back in business sending locally grown products to towns and cities across Connecticut.	1
He isn't back to 100 percent - rebuilding takes time - but thanks to his hard work and just a little help from the state, he's making real progress, and he's part of Connecticut's economic recovery.	1
That kind of resilience is inspiring.	0
And yet, it's something that I see almost every day in the people of our great state.	0
"Mark Twain called Connecticut ""the land of steady habits,"" and through our long and storied history, many of those habits have driven us to accomplish great things."	1
Our courage helped found this country, and our ingenuity helped spur the industrial revolution.	0
In recent years our habits have carried us through some difficult times, as well: through the great recession, through storms that battered our homes and our businesses, and even through our darkest day just over one year ago.	1
Time and again, Connecticut has demonstrated a resolve and a devotion that has carried us forward.	0
Unfortunately, there's another side to our steady habits - one that hasn't served us quite so well.	0
Over time, certain bad habits have kept Connecticut's government from keeping up with a changing world.	0
Putting off hard decisions left our state with a deficit that was among the worst in the nation just three years ago.	1
Bouncing from one economic development strategy to the next sent mixed messages to employers.	1
And a tendency to shy away from big changes kept Connecticut from making desperately-needed investments in our energy infrastructure, our affordable housing stock, and our schools and colleges.	1
I say this not to lay blame for past problems, but because those who forget their history are doomed to repeat it.	0
I say it so that we can understand what we've changed, and precisely what that change has meant to the people of Connecticut: More than 40,000 new private sector jobs grown over the past three years, spread throughout every region of Connecticut; An unemployment rate that has gone from a high of 9.4 percent in 2010, down to 7.4 percent today; Home values that are finally on the rise after years of decline; Crime rates that have dropped to a 46-year low; A plan in place that will bring cheaper, cleaner, and more reliable energy to Connecticut; A state that now ranks nationally as top five in energy efficiency, top four in worker productivity, top three in the number of advanced degrees, top two in production efficiency, and number one in the health of its citizens. … Our work hasn't been easy.	1
No person - and certainly no government - is perfect. Lord knows I'm not.	0
All of our progress has come with setbacks along the way.	0
But together we've proven that positive change, while hard, is possible. That progress is possible.	0
That's what I want to talk to you about today: How together we're making positive changes, and seeing real progress.	0
How we must ensure that hardworking families share in that progress, and share in Connecticut's recovery.	0
And how, in order to keep this recovery going, we need to continue making thoughtful, even bold investments in our future, and in the future of our children.	0
Responsible Budgeting and Tax Relief Let's talk about how we're achieving some of that positive change.	0
For one, together we're making hard-but-necessary budget decisions.	0
A big part of growing an economy that's built for the long-term is making sure state government is living within its means and controlling its debt.	0
For too long Connecticut ignored that responsibility, racking up deficits and letting our long-term debt grow larger and larger. It all came to a head in 2009.	1
The budget that eventually went into effect borrowed $1 billion for operating expenses, it drained every penny from a $1.4 billion rainy day fund, and it deferred $50 million in required pension payments, part of more than $300 million in payments that would be deferred over the next three fiscal years. Think about that.	1
In one fell swoop, the State of Connecticut undertook the largest deficit financing in its history, used up its entire savings, and refused to pay its pension obligations.	1
Today, after a lot of tough decisions and strong leadership from many people in this chamber, we've come a long way: Together we've turned a $3.6 billion deficit into a $500 million surplus; We've cut our total long-term debt by more than 11 and a half billion dollars, the equivalent of $3,200 for each and every man, woman, and child in Connecticut; And we've already put more than $270 million into our rainy day fund.	1
… We aren't out of the woods yet.	0
We have a lot of work left to do.	0
But together we've taken the more responsible path.	0
The result is this year's $500 million surplus.	1
Last week I announced a simple, three-part approach for the responsible use of those funds.	1
First, the lion's share should go directly into our rainy day fund.	0
My proposal would bring the rainy day fund to more than half a billion dollars this year.	1
Second, we should continue to reduce our long-term debt by making an extra $100 million payment toward state pension obligations.	1
The return on that investment will mean a $430 million reduction in our long-term debt.	1
And third, we should give something back to Connecticut taxpayers, because if the people of Connecticut are going to share in the sacrifice during tough times, they should also share in the recovery as things begin to turn around.	0
Together, we can issue a targeted refund to Connecticut taxpayers to return to them some of the sales and gas taxes they've paid.	1
A refund of $110 for families and $55 for individuals will help offset the payments they've made toward those taxes.	1
Is it going to solve all the problems of any one person in Connecticut? Of course not. But it can certainly help.	0
And by giving money back to people who will spend it on things they need, we're also injecting $155 million directly into our state's economy.	1
Economists at the University of Connecticut predict that this refund could result in 1,200 new jobs in Connecticut this year.	1
Let me be clear: I don't believe in short term fixes, and this should not be a one-time approach.	0
A bill I submit to you today would ensure this framework is required for any future budget surplus.	1
So that whenever Connecticut has the means, we do three things: we shore up our savings, we reduce our debt, and we give back to taxpayers.	1
Finally, let me say this: If our surplus increases in the months ahead, the extra funds should be split between our rainy day fund and long-term obligations - not spent.	0
… That's how I think we should handle this year's surplus.	0
But that's a separate question from how we continue to manage our budget for long-term recovery.	0
The adjustments I submit to you today follow some simple principles we've put in place together.	0
First, we have to live within our means.	0
Let's not spend one penny more than the previously-adopted General Fund budget.	1
Second, we have to keep paying down long-term debt.	1
Let's continue to make responsible debt payments we've already planned, on top of that $100 million additional pension payment.	1
And third, in addition to short-term relief from a tax refund, we should also begin providing longer-term relief, to make sure that taxpayers continue to share in Connecticut's recovery.	0
Here's a few ways we can do it.	0
First, we can continue the planned implementation of a sales tax exemption on clothing items of $50 or more.	1
When fully restored, this will save taxpayers an estimated $140 million per year.	1
Second, we know that over time the cost of medication has grown more and more expensive.	1
To help ease that burden, I propose we once again exempt non-prescription drugs from sales tax.	1
Third, for many years towns in Connecticut have been subject to a tax on their municipal health care plans.	1
We should give them a break by exempting towns from this tax.	0
This will in turn help them hold down local property taxes.	1
And finally, there is a group of retirees in Connecticut that has for too long been subject to a very basic tax unfairness.	1
I'm talking about Connecticut's retired teachers.	0
After decades educating our children, our teachers' pension payments are taxed differently than social security - which teachers can't participate in.	1
Let's treat teachers' pensions more like social security by exempting part of those payments from the state income tax.	1
My proposal would begin with a 25 percent exemption this calendar year as a phase-in to a 50 percent exemption the following year.	1
It's the right thing to do for retired teachers and we should get it done together.	0
… All told, the tax cuts in my proposed budget amount to more than $280 million over the next two years, and more than $440 million when you include the tax refund.	1
This is modest - but real - relief.	0
Relief designed to ease the burden of working families and help them share in Connecticut's recovery, now and into the future.	1
It's my belief that it can and should be a down-payment on larger tax cuts as our economy continues to improve in the years ahead.	0
Whether it's corporate, income, sales, or property tax, every part of Connecticut's tax code should be reviewed, scrutinized, and reduced when-and-where possible as our economy continues to grow.	0
Continuing to Grow Jobs Here's another positive change we're making.	1
After years of complacency, Connecticut is playing an aggressive role partnering with employers to create jobs and grow our economy.	1
Consider this: from 2002 through 2010, our Department of Economic and Community Development partnered with a total of 118 businesses.	1
That's nine years, 118 businesses, and we didn't have any program focused on helping Connecticut's small businesses.	1
In the two years since we came together to pass an historic, bipartisan jobs bill, I'm proud to say that DECD's Small Business Express program has extended a helping hand to nearly one thousand small businesses around our state.	1
All told, this program has helped create and maintain more than 13,800 jobs.	1
That's 13,800 good jobs that exist today because of a program almost every Democrat and Republican in this chamber voted to support.	1
I want to thank you for that, and I know the people in those jobs thank you, as well.	0
We're also focusing on industries that are most likely to grow jobs in the years ahead.	1
So in addition to supporting our flagship insurance and financial services industries, we're focusing on jobs in bioscience, advanced manufacturing, digital media, and green technologies.	1
Here's another positive change we're making: we started the hard task of bringing Connecticut's regulations into the 21st century.	1
Last fall we began an open process of listening directly to businesses, provider partners, and the public so that we could get rid of regulations that are burdensome, or just not relevant.	1
In the coming weeks I will announce the results of this effort, which will do away with nearly one thousand pages of unnecessary state regulations.	1
… Taken together, all of these positive changes have helped create more than 40,000 new private sector jobs and lower Connecticut's unemployment rate by two percentage points in just three short years. That's real progress. It's real change.	1
And if you don't think so, just ask Emily Thomsen.	0
Emily works for Oxford Performance Materials in South Windsor, a biomedical company that makes medical implant devices.	1
A company that, after our jobs session in 2011, received a state loan and grant that helped them purchase new machinery and hire 12 more employees, doubling their workforce.	1
Emily is a UConn graduate who studied biomedical engineering.	1
But a few years after she graduated, she found herself looking for work.	1
Thankfully, after months of searching, she got one of those 12 new jobs at Oxford.	1
"She's been there more than two years now, and she's already been promoted twice. She calls it her ""dream job. Emily is here with us today."	1
I want to congratulate her on her success.	0
Because of the people in this chamber, there are thousands of more stories like Emily's across Connecticut.	0
It's been said that government doesn't create jobs - and that's true.	0
But what government can do is help give a company like Oxford a better chance to grow here in Connecticut , to succeed here in Connecticut .	1
Still, as long as even one person in Connecticut is looking for a job, then we all have more work to do.	0
… Here are three ways we can continue helping employers to grow jobs this session.	1
First, we can continue to fund the Small Business Express program, which has a proven record of success.	1
Second, the budget adjustments I submit to you today include $125 million to support Connecticut businesses.	1
That includes increased funding for the Manufacturing Assistance Act, to help grow some of those target industries I mentioned, as well as a new Advanced Manufacturing Fund.	1
Together these initiatives will provide incentive-driven financial assistance to Connecticut businesses to help them modernize their technologies, focus on research and development, and create the jobs of tomorrow.	1
Third, we need to keep removing barriers to employment and reducing the number of unemployed workers in Connecticut.	0
We can do it by continuing to support our successful STEP UP program with an additional $10 million investment in the coming fiscal year, so we can incentivize employers to hire and train more people.	1
To date, 578 small businesses in Connecticut have participated in STEP UP, helping more than 2,000 unemployed job seekers gain employment.	1
Let's make these important investments together, and let's continue to grow jobs in Connecticut.	0
Supporting Connecticut Workers As we work with Connecticut employers to grow jobs, we also need to keep fighting for the people filling those jobs.	1
There are those who claim that any action taken in support of employees is, by definition, harmful to our economy. I fundamentally disagree.	0
A balanced approach that supports both workers and their employers is not only possible, it's the only responsible path.	0
A great example of that balance is the important work we did two years ago to guarantee paid sick leave for employees.	1
It was the right thing to do, it was done in the right way, and it has benefited the people of our state.	0
Last year, we moved forward once again when we came together to raise Connecticut's minimum wage.	1
Thanks to the great leadership of President Williams and Speaker Sharkey, and many others here today, the approach we took is already making life just a little bit easier for some of our hardest working citizens.	1
One of those hard working citizens is Sue Bryant-Durham, a mother from East Hartford, with four kids at home.	1
Over the years Sue has held a number of different jobs to help provide for her children.	1
She's worked in construction, she's worked in retail, and right now she works in the fast food industry.	1
On January 1, Sue got the first raise she's had at that job.	1
Sue is here with us today and I want to thank her for her hard work.	1
This session, we should continue our progress on the minimum wage.	0
Let's take a clear stand and a clear position of leadership in this national debate.	0
I propose that together, we increase Connecticut's minimum wage to ten dollars and ten cents by 2017.	1
It's a target the President has set, and we should lead the way there.	1
We can do it by moving next January's scheduled increase to 45 cents, and then adding 45 cents the following year, and 50 cents the year after that.	1
This is good public policy, it's good economic policy, and it's the right thing to do.	0
Let's increase Connecticut's minimum wage together.	0
… In the same way that we're making investments in the industries most likely to grow jobs, it also makes sense to invest in the people most ready to rejoin our workforce.	1
I can't think of anyone more ready and more deserving of our assistance, than Connecticut's veterans.	0
We know that homelessness and unemployment are intrinsically linked; part of a terrible downward spiral that captures too many people, especially veterans.	1
Right now there are more than 500 homeless veterans in Connecticut. It's unacceptable.	1
Today, the pledge we should take together is simple: Connecticut can and will end homelessness for veterans by the end of 2015.	1
That's a pledge President Obama made for America, and it's a pledge we must embrace.	1
My budget proposal includes funding for a new security deposit assistance program to help veterans get over that first hurdle to finding a home.	1
It funds the hiring of job placement specialists trained in understanding the challenges - and the opportunities - unique to veterans.	1
And it sets aside $500 thousand to support a review of existing state facilities so that we can put them to their best use for Connecticut's Veterans.	1
This is all a big first step toward ensuring that every veteran in Connecticut can get back on their feet, back under a roof, and back to work.	0
Improving Access to Quality Education I've said a number of times today that we need to make sure everyone can share in our recovery.	1
We know the best way to increase someone's chances for success is a quality education.	1
In that spirit, I want to leave you today with five ideas that I think will help give every Connecticut student access to a great education.	1
I want to work with you on these five initiatives because years from now, when the great recession is a distant memory, long-after the political battles of this year have faded, this should be our legacy: that we made sure all Connecticut kids get a great education, one that starts early and takes them as far as their dreams and hard work will allow.	0
… First, and for the first time in our history, let's commit Connecticut to achieving universal pre-kindergarten.	1
We can start with an additional 1,020 early childhood opportunities next year, expanding to 4,000 new opportunities by 2019.	1
We can give grants to communities so they have the tools to implement these changes.	1
And, we can give much-needed rate increases to school readiness providers, child care centers, and Care-For-Kids programs.	1
We know that early education is one of the best ways to level the playing field for students.	1
We know it, because we've seen it firsthand.	0
Tamara Jackson is a Hartford mom with two kids who are currently receiving early learning experiences.	1
Her son Andrew was born two months premature, and she worried about his development.	1
A little over a year ago Andrew moved into a new early education program.	1
Tamara says his progress has been nothing short of remarkable.	1
With the help of some great teachers, he's already caught up to his peers.	1
His experience has put him on equal footing, and given him the tools he needs to learn.	0
I want to welcome Andrew's mom, Tamara who is here with us this afternoon.	1
Let's help more kids like Andrew by moving our state to universal pre-k.	1
It will be a long and thoughtful process, but if you believe as I do that education is the civil rights issue of our time, then I ask you to join me today in taking the first steps toward making sure every child has access to a pre-k experience.	0
This would build on our important work begun last year to create the Office of Early Childhood.	1
We need to finish that work by codifying this Office in statute.	1
I am ready to sign that legislation today.	1
… Here's the second initiative: let's help make college a little more affordable.	1
We can do it with a simple promise to Connecticut parents: beginning this year, for every child born or adopted in Connecticut, the state will help them start a tax-free college savings account and put a $100 investment into it for them.	1
And if parents save another $150 dollars in the first four years, we'll match that for a total state investment of $250 dollars.	1
Is that investment going to pay for a full college education 18 years later? Of course not.	1
But it can give new parents a boost right when they need it most, and it can help encourage college saving right from the start.	1
"I look forward to working with our great treasurer Denise Nappier to create this ""CHET Baby Scholars"" program."	1
Together, let's make an investment in every child that will help them afford college.	0
Of course, this initiative would not help anyone with a child already in school.	1
That's why my budget also increases funding to the Governor's Scholarship Program, bringing it to more than $45 million in total, which will help more students afford college in the years ahead.	1
… Third, let's help give our kids the experience they need to fill the highly-skilled jobs of the future.	1
To ensure that our students are better prepared for college and a career when they finish high school, particularly in high-tech disciplines, we need to consider new models for hands-on learning.	0
This year, my administration will continue to work with teachers, community colleges, and business partners toward the creation of early college initiatives, which would allow students to earn college credit during high school.	1
We can do it by partnering with the IBM Corporation and other local companies to develop a Connecticut version of P-TECH, IBM's acclaimed, innovative high school and college partnership.	1
This approach will allow students to graduate with both a high school diploma and an associate's degree.	1
Let's offer students this experience, and help put them on a path to a great job.	0
… Fourth, let's continue to invest in our state university and college system.	1
"The ""Transform CSCU 2020"" initiative will provide an initial investment of more than $134 million to help bring all 17 campuses into a single, student-centered, technology rich-system."	1
It will help colleges adapt to student needs and offer the kind of dynamic higher education experience that students want and employers expect.	1
Let's help colleges from Norwalk to Naugatuck Valley to Eastern Connecticut State University.	1
Let's move our state university and community college system into the 21st century. Let's do that together.	0
… Fifth, and finally, let's help graduate as many students as possible.	1
When a student fails to graduate from college it's a lost opportunity for the student, the college, and our economy.	0
And right now there are an estimated 113,000 people in Connecticut who fit that description - people who began working towards a degree but for whatever reason didn't graduate. Here's what we can do.	1
If you're a student who began a degree program but have been out of school for more than 18 months, Connecticut will offer one free course for each course you take at a public college - and up to three free courses in total - if you come back and matriculate.	1
"This ""Go Back to Get Ahead"" program will run for a limited amount of time."	1
It's designed to incentivize people to pay off a debt - a debt they owe themselves.	1
Let's help more students graduate, and let's help them share in Connecticut's recovery.	0
… These five proposals - taken together - are part of a continuum, one that would help our kids from birth all the way through college.	1
Let's work to build this future together.	0
A future where every child has access to an early learning experience; A future that gives every kid the opportunity for higher education - one they can afford; A future where we are graduating as many students as possible into good jobs, with good benefits, right here in Connecticut.	0
That's the kind of future Connecticut families deserve.	0
Conclusion I recognize everything I've laid out today is a lot to tackle in a short session.	0
But working together, we can get it done.	0
There's only one thing that can stop us: ourselves.	0
Teddy Roosevelt said a century ago that it's not the critic who counts, but those who strive to do great things. We hear plenty of critics now.	1
Even as sunshine begins to break through the clouds, there are some intent on hoping for thunderstorms.	0
I said earlier that Nancy Wyman has led the implementation of the most successful health exchange in America and helped achieve affordable health care for nearly one hundred thousand people.	1
When our exchange faces some unforeseen hurdle, the critics urge us to throw up our hands and keep more people from getting covered. We should not listen. Connecticut is moving forward.	0
I also spoke about the work we've done to partner with Connecticut small businesses.	1
Will every single one of those investments pay off? Of course not.	1
And if one fails, the critics would say that's reason enough to stop investing in small businesses altogether. We should not listen. Connecticut is moving forward.	0
And now, during this session, those critics will say that for one reason or another that we can't increase the minimum wage, that we can't expand access to early childhood education, that we can't find ways to make college more affordable.	0
They'll say the time isn't right, or that Connecticut just can't afford to do it. I say they're wrong.	0
Connecticut must move forward , because the people of our state have sacrificed, and now they deserve to share in our emerging recovery.	0
We know that none of our progress will come without setbacks; none of it will be perfect in execution.	0
The question before us is how should we define ourselves: by our setbacks, or by our successes?	0
This session, let this be our answer: That together we will have the courage to continue pushing for bold, positive change; The compassion to ensure that everyone can share in Connecticut's recovery; And the faith to believe that Connecticut's best days are still ahead. Thank you.	0
May God bless you, may God bless the United States of America, and may God bless the great State of Connecticut.	0
There are some new faces here in Legislative Hall today as we gather to assess the state of our state.	1
Legislators with names like Mulrooney, Miro, DeLuca, Simpson, Cloutier, Viola, Valihura and Winslow have joined us here for the first time.	1
Why don't we start this afternoon by warmly welcoming each of them and expressing our appreciation for the men and women they succeed?	0
You've joined a body that includes many distinguished legislators -- and one or two real characters.	1
Let me take a few moments to mention the accomplishments of a few of the General Assembly's most distinguished members.	0
We'll save the characters for another day.	0
Joining Lt. Governor Minner and President Pro-Tem Sharp in presiding over this joint session is the person who has been selected by his colleagues as Speaker of the House for more terms than anyone in Delaware history -- Terry Spence.	1
Bob Gilligan, the Democratic leader of the House, has been elected by the people of his district 14 times now -- more than any member of the House in Delaware history.	1
Thurman Adams, dean of the Senate with 26 years of service -- and chair at various times of both the Executive and Agriculture Committees -- this month becomes, at the tender age of 70, the majority leader of the Delaware State Senate.	1
And, Bruce Reynolds, who joined Senator Sokola and others in co-sponsoring landmark education accountability legislation last year, becomes the first coach in Delaware history whose high school football teams have won 200 games.	1
Governors have been delivering an annual state of the state address in Delaware for more than 200 years.	1
Today, I give what some will describe as the last state of the state address of the 20th century.	1
I went back and read the first state of the state address of this century -- given by Governor Ebe Tunnell some 98 years ago.	1
His subjects that day touched on issues which are still important today to Delawareans, including education reform, the preservation of natural resources, and the safety of residents throughout the state.	1
