text	label
Diagnosed at 40 with Inattentive ADD . My life has changed . I didnt know this is how neurotypicals do their days . Im happy to take part . Single female . Residing in HTTPURL . Got diagnosed because I was ‘ suffering ' from depression but all the time untreated add .	1
OK , now I know why my boss died so early ...	0
@USER Hope they get cancer and die :game_die: :game_die: :game_die:	0
@USER This study shows that people with diabetes score more highly in depression scores that use poor sleep as a marker for depression .	1
@USER if my $ 1000 manages to do that i would be very blessedi suspect i wont even get the going up dopamine ... HTTPURL	0
RT @USER : @USER I appreciate you putting this out there . As a person who struggles with depression , it is nice to know t ...	1
ImmunityBio Expects To Submit US Application For VesAnktiva In Bladder Cancer This Month HTTPURL $ IBRX	1
@USER And skin cancer for no reason :pensive_face: :pensive_face: :pensive_face:	0
RT @USER : With our entire focus on our goal , We will reach levels of achievement that worlds never thought possible in the crypt ...	0
More courage and power to him .	0
@USER If you have a cancer that feeds off of carbs , maybe try a ketogenic diet to help shrink it . It would starve the cancer of carbs .	1
RT @USER : :clapping_hands: New treatment for liver cancer , which isolates the organ & protects healthy parts of the body , has been found to be effe ...	1
Current bid 1.5 ETH by the amazing @USER :red_heart: :folded_hands:	0
RT @USER : Please vote for my kitty ! #cancer #rescued #asthma #cats #vote HTTPURL	0
oh , failing . right . you mean by pulling yourself up out of a suicidal depression by faith and sheer force of will to become a force of good on this planet ? we should all fail so tragically .	0
@USER Greed kills societies . Greed blinds people in power because they want more & more.Environmental i ... HTTPURL	0
whew chile ... and i be torn in between the two everytime	0
""" RT @USER : What Marjorie fails to understand is the Bible also says , "" "" What a man thinketh , so shall they be . "" "" If Marjorie thinks ... """	0
@USER @USER @USER @USER @USER @USER Yeah my friend 's dad with cancer was pretty good financially , just wanted to get on disability for Medicare . I think it helped it 's a “ terminal ” illness :(	0
@USER Anxiety / depression paralysis is a thing . My headspace is the worst than i can ever remember outside of my concussion 7 yrs ago . We gotta be there for each other	1
not janca making this post concert depression even worse :loudly_crying_face:	0
@USER @USER @USER @USER @USER @USER I showed how bad it gets :loudly_crying_face: u can literally look them up yourself ... mf talk about a infant wit cancer and u as that 's it	0
Shout out to my depression skinny body . Miss her . :woozy_face:	0
""" RT @USER : "" "" The Great Depression we now face has less to do with the external loss of our savings and more to do with the internal l ... """	0
RT @USER : 99p ! 99p ! 99p ! 99p ! 99p ! :tulip: :tulip: :tulip: APRIL KINDLE DEAL :tulip: :tulip: :tulip: Brenda is determined to help Lucy find love , but is there more to the locke ...	0
Pomegranates ' have anti-cancer properties ' say researchers - Leicestershire Live HTTPURL	1
@USER :smiling_face_with_tear: :smiling_face_with_tear: :smiling_face_with_tear: Fever + jaundice > cholongitisruq pain + jaundice + - murphy > cholecyJaundice weightloss ruq old ... HTTPURL	0
RT @USER : @USER To be fair , sperm did n't have depression	0
that shit will DRAIN your whole being	0
@USER @USER @USER @USER Depression , and anxiety is what teenage years are all about . Hormones flooding your system messes with you .	1
""" Many psychosocial risk factors associated with adverse #BirthOutcomes ( eg anxiety , depression ) are n't regularly addressed during routine #prenatal care ."	1
I was off trying to solve some problems and mainly my depression due to the possibility of my cancer has came back ... HTTPURL	1
:face_with_rolling_eyes: Hospitals are asking men if they are PREGNANT before beginning cancer treatment , report claims | Daily Mail Online HTTPURL	0
Does Migs have Parkinson 's ? ? ? ! ? :weary_face: #thisisus	0
RT @USER : I just wanna know why anti nicotine companies thought spinning the angle that nicotine causes depression would work . Babes do ...	1
""" @USER @USER @USER @USER @USER Yes agreed ."	0
RT @USER : In a 2017 study , researchers found that African-American men who take a daily dose of aspirin experience a significantl ...	1
@USER @USER this is what he said : Actually , I do n't know what kind of person I am , I just know that my boyfriend cheated on me , so I 'm very sad . Drowning in depression .	0
From veteran owned Front Porch Press Depressed ? PTSD ? List the things you are grateful for daily and liFT yourself out of depression . HTTPURL	0
RT @USER : not shy , some people just ain't worth expressing that shit too ...	0
mmmh mmhmm MMM the flavors are melting on my tongue	0
Then again , when you 're a ninety-pound woman dying of cancer ... it does feel pretty good to punch God in the face .	0
@USER Depression 1 - 0 Joy	0
@USER my mom did a presentation at my school about breast cancer and she started it out with like 30 different words for boobs and had the kids chime in with their own . i learned a lot about my mother that day ..	0
RT @USER : Nothing cures my depression like a fresh full set of lashes	1
@USER @USER I was trying to think how to express the thought that cancer does n't win , and you stated it so well :red_heart:	0
@USER i have depression	0
Today 's Cancer in Worldwide ! HTTPURL #Today #Cancer #Worldwide @USER 2022-4- 4	0
How Meditation Can Cure Depressionhttps :/ / t.co/CfJqPU5HPs HTTPURL	1
RT @USER : My favorite color is red but now when I see the color pink , all I see is #love . It 's time to fight ! #BreastCancer #Battle # I ...	0
Congratulations to Benedict Jones who Ran the Yorkshire 3 peaks ( 24.5 m ) in aid of @USER - still time to donate : HTTPURL HTTPURL	0
RT @USER : Mrs WILF is doing a LIVE show on postpartum depression and anxiety with her friend tonight . I 'll be modding the chat ! ...	0
@USER And your dad robbed a cancer charity . So sit down a big quite BOY . your dad will never love you .	0
Not going to be active much . I have alot of personal life stuff going on and it 's .. really breaking me . As brief a ... HTTPURL	0
got a free cupcake today and saw an old friend unexpectedly so my depression has taken a back seat for approximately 5 minutes	0
RT @USER : Cyber Saturday ! :high_voltage: :smiling_face_with_sunglasses: :high_voltage: #nftart #nft #newnftproject #cancerresearch #art #picoftheday #sneakpeak #ethereum #womennft #wo ...	0
Fighting depression	0
""" Parents fighting causes disturbance and disrupted early brain development for infants , anxiety and conduct problems for highschool children , and depression and academic problems , self harm to older children"	1
God have mercyWhy this again ffs	0
""" "" "" For people without comorbid conditions healthcare and policy organisations should invest in core CBT "" "" Effectivene ... HTTPURL """	0
""" & it is NOT going well ( because of being diagnosed as an adult ) . Like , I feel devastated listening to advice & reading informational websites . It just feels like I do n't know what 's "" "" me "" "" & what 's an autistic characteristic & on top of "" "" normal "" "" anxiety / depression we have to ... """	0
RT @USER : @USER Yes , need to well preserved . The cancer of #Nepotism is everywhere , yet worst of it is if unchecked . #US is ...	0
@USER She supposedly had Postpartum Depression ( youngest of dads sibs in the census records was an infant sister ) , besides that her husband died and she had a bunch of kids and did n't speak any English . That 's all I know though . NOTHING on his grandparents or beyond not even a name . :face_with_diagonal_mouth:	0
@USER Not enough unfortunately ... need learning differences champions just like we now have dementia champions #medradjclub	0
RT @USER : We look for a highly motivated PhD candidate with robust academic training in #computationaBiology #bioinformatics to join ...	0
@USER @USER Wow ! I have been a patron for a while & am now reading your posts ! ( tx Depression ) I want to than ... HTTPURL	0
@USER i 'm waiting for the next wave of depression to hit again	1
Cancer patients seriously ill after struggle to access Covid drugs in England : HTTPURL	0
""" ' When you have depression you feel like you 're the only person out there ' , says Bruce Ross , who lives with depression that has n't responded to medication - via @USER"	1
Cite your peer reviewed references , Doctor .	0
@USER i have testicular cancer , please send so it will be cured	1
@USER It is so sad that people like you are elected to the Senate.Cancer within our politics !	0
@USER Psychedelics are completely changing how we can treat chronic depression , anxiety , and trauma reactivity .	1
@USER @USER @USER @USER LOLYou mean Roman matches are n't given 5 stars by the guy who ... HTTPURL	0
Depression hurts retardation can help	0
@USER Be on the verge of a manic depression and use sheer will to push it away	0
RT @USER : My kids and their well-being do n't owe you shit .	0
@USER @USER @USER This person has stated they will not be following EHRC guidance . Does n't this m ... HTTPURL	0
After today my life has been turned totally upside down , for the worst or the best is the question , who knows ? I 've plummeted the deepest I 've ever been in my depression ever At the moment . Smfh . I will always love you woman ...	0
Still can't get over how cruel it is to have people in bunny costumes chase around a man with dementia .	0
""" RT @USER : I keep thinking about what my friend @USER said when I shared the news : that my case is "" "" weirdly enough , kind of an inv ... """	0
One of the reasons why I stopped drinking is how alcohol just made my depression worse ! Yoh ! I 'd always wake up feeling like shit , the anxiety ? Yoh ha . a :pensive_face:	1
@USER @USER With that gun depression ? Hardly ... Maybe there 's a hidden SU - 152 not shown on the picture :face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy:	0
@USER According to to yes but for us we helping those graduates who went to universities for years studying hard but now they are sidelines , they are neglected by companies bcz of cheap labour . But you would n't understand :confused_face: the pain and depression that comes with unemployment	0
RT @USER : #tuesdaymotivationsDrinking Alcohol causes terrible diseases like cancer.This makes a person always grieved . New disea ...	1
I started medicine for my anxiety / depression . Getting used to it is interesting . I feel so tired and hungry all ... HTTPURL	1
@USER @USER @USER @USER @USER Oh the big bad telly told me to did it ? Covid IS bad for me .. VERY bad .. just like flu ... hence why I 'm vaccinated . Did anybody wear a mask during Flu ? I have always had the flu vaccine ( 20 + years ) ... especially when my mum was dying from cancer .	1
I learned that the people who go to these tournaments are n't shit . And I should have left at that point . It caused me depression because of how much I was bullied and talked down to .	0
Aww . I hope you 're doing okay now . :folded_hands: :yellow_heart: BIGBANG STREAMING IN SPRING @USER #BIGBANG_StillLife #BIGBANG ... HTTPURL	0
RT @USER : Depression is not a joke , you may see someone smiling but from the inside , they are not okay .	0
RT @USER : So if you can help me by asking for commission i will be thankfulI can't do much because of depression but i will do ...	0
@USER @USER @USER The last time I played with my dad he was well in the grip of Alzheimers . I had to put the right clubs in his hands and point him in the right direction , but never forgot how to swing the club to make solid contact . He smiled and laughed that day , sad but beautiful goodbye .	1
:folded_hands: :broken_heart: Praying ( daughter 's breast cancer treatment ):	0
Open Access UCL Research : A pan-cancer landscape of somatic mutations in non-unique regions of the human genome HTTPURL	1
""" @USER $ WendySaddler Would greatly appreciate help getting to my aunt 's funeral this Saturday . She died of brain cancer , and I need $ $ for gas and hotel ."	0
@USER @USER @USER Depression comes with aloprecia as well , and it makes the situation worse . I have friends who had cancer taking chemotherapy along with radiation , and their hair grew back . With aloprecia , once the hair follicles are damaged , your hair will not grow back . Bald patches until gone . HTTPURL	1
@USER @USER Why are we funding cancer research ? I do n't have cancer right now .	0
“ monet xchange has scared more white middle aged men than prostate cancer ” HTTPURL	0
RT @USER : Sant Shri Asharamji Bapu has given the #TreasureOfHealth in the form of different ayurvedic cures even on the most dif ...	0
@USER I want to buy an anti-cancer HTTPURL	0
oh that 's not ...	0
""" Have you or a loved one been affected by cancer ? We 're looking for people to join our Cancer Insights Panel . We work closely with patients , carers and loved ones to ensure our work reflects the needs of everyone affected by cancer ."	0
@USER That 's true not everyone behaves the same . Is her dementia severe ?	0
@USER Just know , and google more about HPV . It causes cervical cancer in women .	1
""" in this tik tok , she talks about how she has no idea who these people are and these kids were just being silly , but they pulled her out of a depression bc in essence , they were celebrating her ."	0
@USER The GOP is just better at propaganda . Biden could cure cancer and the GOP would make millions believe it is an evil thing he did .	0
@USER Im trans male and had bad pp depression when my partner birthed our nonbinary twins :unamused_face:	1
Fingers crossed gold forever is number one , would be lovely to raise more awareness of brain tumours and brain cancer for Tom . He spread so much awareness and was there for everyone @USER @USER	0
Depression brought by family can't just be cured by praying , miss .	1
I guess you will have a heart attack or cancer	0
Hello depression . Hit me like a ton of bricks today . I 'm feeling so hopeless and usless , that I 'm actually nauseous .	1
@USER My grandfather was a share cropper during the Depression . Worked hard enough to get someone with money to sponsor him getting a loan to buy a farm . Started raising chickens at the beginning of the Perdue era . Did n't owe anyone a dime when he died . Not the way it is today .	0
@USER From the guy who family steals from cancer kids	0
RT @USER : I know mental illness is real . Just because a person is experiencing depression or anxiety does n't mean they are mentally il ...	0
April 1 , no more anxiety and depression because of family pleaseee :(	0
Ugh , I LOVE organizing and cooking ! I would also like to grow some plants in front of my apartment this summer ! :smiling_face_with_hearts:	0
depression inducing . perfect substats , wrong main stat . HTTPURL	0
""" @USER Setor Kunutsor observational study of 2,315 healthy Finnish men found that compared to people who used the sauna once per week , those who used it 2-3 times per week and 4-7 times per week had a 21 % & 66 % lower risk for dementia , respectively"	1
@USER @USER Cannabis in Brazil - NGO Need HelpOur cultivation is donated to 55 needy families ( most ... HTTPURL	0
RT @USER : @USER @USER I think this is so hard and there 's no right way . Some days will be more about cancer and some days will b ...	0
league cancer	0
RT @USER : Prostate cancer affects around 50,000 men each year in the UK . To speed up diagnosis of the disease and improve healthc ...	1
@USER Yeah huge slippery slope . Next you 'll say people deserve cancer drugs and should n't have to spend every cent of savings on them . Crazy thoughts .	0
@USER Ivy Clover is coming for you cancer man HTTPURL	0
Fighting cancer and extreme mental health issues . Please retweet and donate . Only two people have donated so far ... HTTPURL	0
@USER i also almost had skin cancer ! i do n't have a pic of that one bc i could n't see it , but it did n't look weird at all . it was a normal color , slightly two-toned , flat , but did n't look like any other mole i have . i went in for acne & just had my derm look at my moles anyways .	1
""" @USER Please someone go like my NFT 's on Opensea "" "" Joenobody "" "" please do n't have to buy any of them just heart some please .. this one was for my mom who 's fight breast cancer .. would like to bring awareness """	0
to hell , fuck u	0
Please share , costs nothing to care	0
""" @USER @USER @USER @USER Look into fenbendazole and the Joe Tippens protocol . It saved my sis . No side effects ."	1
@USER @USER Oh yes ... Depression , Anxiety ( GAD ) , ADHD , ( undx ) Autism , ( undx ) Dyspraxia ... It 's very c ... HTTPURL	0
RT @USER : Donate Car for Breast CancerToll-free : 800-776-6372 2022 - #BreastCancer #breast #cancer #cardonations #donatecars #Br ...	0
As someone who was a carpenter who had inhaled tons of what is essentially powdered cancer . I 'm gonna eat a damn steak if I wanna .	1
@USER “ Her abuser ” lol was n't she the one slapping him in public and lacking fun of his depression lol .. She did n't seem that uncomfortable using his name to promote her ridiculous song where she says he dumped her ass and replaced her in two months :skull:	0
""" You can help us make a difference to families affected by childhood cancer by nominating us as your #CharityoftheYear !"	0
Yho hai they must n't bother themselves .	0
:face_with_tears_of_joy: :face_with_tears_of_joy: :face_with_tears_of_joy: Said this for YEARS !	0
Guess I lied about my cancer too . Would n't be surprised .	0
worry about lung cancer that your favorite will have in a few years	1
Feeling Safe and Parkinson 's Disease HTTPURL #blog HTTPURL	0
Caitlin 's mum was diagnosed with bowel cancer in January 2021 before surgery it was found that it had spread to her liver & diagnosed with a rare blood disorder meaning difficult to treat ! Her family have found a clinic in Germany to help ! Please donate x HTTPURL	1
New study discovers cancer risk from lunch #meat	1
RT @USER : A3 Partnerships to Advance Cancer #HealthEquity ( PACHE ) is a NCI @USER diversity and training program designed to increase ...	0
drying out , day three . sleeping for 12 hours a day , feeling like shit for the other 12 . impending sense of doom . unclear if depression is due to lack of self-medication or a symptom of withdrawal . this is fine .	1
In all these , I just want to encourage you today to try to get up and keep being hopeful ( I know it is hard sometim ... HTTPURL	0
@USER 252Hazel @USER People get feeling sad / down , mixed up with depression.That ' s why they say such stupid thi ... HTTPURL	0
@USER @USER @USER Screw you too . You have n't had cancer have you Meghan ? Maybe if you did you would understand how a cancer patient feels about getting sick from a compromised immune system . I 'm sorry but do you have the cancer market all to yourself ?	1
""" @USER @USER My mission in life is to do everything I can to help Blood Cancer Uk , "" "" giving something back "" "" ... HTTPURL """	0
why can't i just treat my depression by adopting the two guinea pigs and the pocket pitty I found on craigslist , hmmm ? i do n't see the issue	0
If Wells Fargo had n't stold mom 's house back from me after I bought it from her 5th husband , then my son would n't have gotten so disturbed that I sent him to be with Minister Dad dying of Cancer he was estranged from . I do n't think he 'd have shared he was CIA @USER death otherwise . :thinking_face:	0
4 Seattle cancer centers restructure partnership HTTPURL	0
THE MORE OF THESE CANCER GIVERS U KILL THE SOONER THE RAIN COME BACK TO CALIFORNIA !	0
The Republicans AND the Democrats did this .	0
. @USER Dementia awareness @USER alternative explanation to battery draining is that lives = bookcases . lowest shelves have books from our childhood , next = school books , then books read as adults , top shelf latest newspapers - we recall the lowest shelves .	0
The consequences of building a cancer	0
@USER @USER @USER @USER Worth noting that if you 're not 65 + or otherwise strictly defined high risk ( cancer , heart disease , diabetes ) , you ain't getting the pills .	0
""" Jason shared his throat cancer survival story via hologram , giving students the opportunity to learn from a survivor first-hand . SLPs are key in working with patients throughout their treatment and recovery ."	1
A tale of two cities . #BorisJohnson parties while #milasneddon can not see her own father as she battles cancer . D ... HTTPURL	0
RT @USER : We are recruiting highly motivated PhD students and Postdocs to join our lab at the DKFZ in Heidelberg to work on lung canc ...	0
@USER My uncle got Bells Palsey after the 1st jab , followed by immediate heart problems which he needed triple bypass surgery for , now his whole body is also filled with cancer . None of these issues b4 the jab . It 's been downhill ever since the very 1st one .	1
No one will miss him.Putin under care of cancer doctor , bathing in deer antler blood : Report HTTPURL	0
Once you hit the stage of you tired :sleepy_face: or the person is tired :sleepy_face: emotions driven at the point of depression and obsession :pensive_face: agh love is good yes but the pain it brings :unamused_face: why do we allow people ruin a part of us	0
WRONG - money and weed bitch	0
Depression ( major depressive disorder ) is a common and serious medical illness that negatively affects how you feel , the way you think and how you act . Fortunately , it is also treatable . HTTPURL	1
This is devastating . Hoping and praying he can battle and overcome it ! :red_heart:	0
7 Daily Habits For Managing Depression HTTPURL	0
These depression naps are Delicious	1
""" Researchers have found that the Lamin B1 mutation causes odd-shaped nuclei in blood cancer cells , which may lead to improved care for #leukaemia patients ."	1
Thank you all so much for signal boosting my needs and all the immediate support to my former coworkers . This is unbelievable but maybe one of happiest moments in my life coming out of a depression to see this much support from the industry and creators I care so much about :red_heart:	0
MY DAUGHTER'S #HEALING TESTIMONY by Prince HandleyMY DAUGHTER , A DIRECTOR OF #NURSING , WAS #MIRACULOUSLY #HEALED ... HTTPURL	0
@USER Trying to overcome and get through negativity . Depression . Trying to move on . Thinking art is therapy . Hurting . Generally genuinely unsure of it all . Loved seeing your post today .	0
Singing helps reduce feelings of depression and anxiety , increases oxygen to your lungs and helps better posture . ! !	1
""" @USER How treated the son , that my wife and I raised from her first marriage , which was to my best friend in high school , who died at age 29 due to lung cancer ."	0
""" Five Guys - Fullerton , California - Five of us got sick several hours after eating . One of the family is on chemotherapy for cancer . She is the only one that has not gotte ... Food Poisoning HTTPURL #fiveguys #hospital"	1
RT @USER : In the second , we focus on parents ' experience HTTPURL	0
That was incredible ! With one stroke , you struck the nail on the hea̍d ! ! ! :smiling_face_with_hearts: #leo #aquarius #Tarot #Astrology ... HTTPURL	0
""" Depression is becoming more and more prevalent among children . Below are some of the most common types of depression that occur in children ."	1
If someone came up and asked me if I regretted the hours I have spent on Twitter I would say no . I have learned so much about crypto here as well as been able to vocalize my cancer journey . I love Twitter	0
""" @USER @USER After the hearing with the fake rape victim who scrunched her neck to sound teary I dont think anyone should be outraged by mere accusations ."	0
RT @USER : Great NFT Project @USER raising awareness and funds for Colon Cancer , artwork I did for a contest , to see their art joi ...	0
@USER In fact , as a gay man , I can tell you that I was set on the path to depression by homophobic bullying in childhood . Not by being gay , by being treated like shit by people for being gay . Your conflation of this shows how little you understand and how little value your opinion has .	1
Its true :face_with_steam_from_nose: my friends are all hot and emotionally intelligent af	0
@USER Farmers are sinking into depression .	0
RT @USER : 340,000 #cancer patients face late diagnosis due to NHS staff shortages : HTTPURL @USER	1
""" RT @USER : Kameo said , "" "" The unemployment was n't coming in . My bills piled up then I found out I had stage 4 cancer . Next Door was ... """	0
RT @USER : Every 15 minutes somebody is diagnosed with bowel cancer in the UK , but finding it early makes it much more treatable ...	1
@USER You are a fucking cancer ! Go the fuck away , you dumb fucking twat !	0
Well done and thank you to all the ladies of Cloverfield Street for attending the crafting programme.This program ... HTTPURL	0
@USER @USER Selling your land and sovergnity to china is the main reason . Your country is a great country with hard working people with dignity . They can rise and get over with this depression .	0
""" @USER @USER @USER @USER You 've taken the fringe left of “ Jews ” and smeared all the rest . You are no better than them ."	0
@USER Not a cancer , but yes . Water signs are so in tune & attached until they are n't .	0
idk if its some type of depression or mental disorder but i usually have like a week and a half of me being creative , energetic , and positive followed by a week and a half of no energy and depressed thoughts . this time im not depressed tho im on GO . not with the bs rn	0
""" @USER @USER @USER @USER Surely you see the issue with the sentence "" "" you can have the best me ... HTTPURL """	0
I 'm just saying tho ... I literally wrote out the qualities I was looking for in a notebook :full_moon_face: :full_moon_face: :face_with_tears_of_joy:	0
RT @USER : @USER helps fund treatments for kids with cancer . I 'm helping to support this great cause and hope you will too . ht ...	0
@USER @USER Absolutely Eleanor ... in-laws in their 90s , vaccinated but vulnerable , grandchildren under 5 , and relations with stage 4 cancer and can't be vaccinated . I wear mine when in close proximity to others indoors and out . Too many act as if there is nothing going on . Huge price to pay !	1
@USER NOT FAT CANCER	0
